,Unnamed: 0,Name,Branch,Town,Exam,Rank_19_R1,Score_19_R1,Rank_19_R2,Score_19_R2,Rank_20_R1,Score_20_R1,Rank_20_R2,Score_20_R2,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City_y,State,Country,College Type,Average Fees
118,502,Yeshwantrao Chavan College of Engineering,Electronics Engineering,Wanadongri,JEE,18920,46,13365,56,22509,67.287223,13130,78.7086899,Co-Ed,14 Acres,,298,1984,1.14,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
119,185,Atharva College of Engineering,Computer Engineering,Malad(West),JEE,6872,76,7000,75,7242,86.3334737,7427,86.0470773,Co-Ed,6 Acres,2057,130,1999,1.09,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
120,256,Atharva College of Engineering,Information Technology,Malad(West),JEE,8632,69,7589,73,9512,83.2164625,10512,81.8931529,Co-Ed,6 Acres,2057,130,1999,1.79,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
121,494,Atharva College of Engineering,Electronics Engineering,Malad(West),JEE,17308,49,20621,44,42817,39.3730397,29449,58.8897151,Co-Ed,6 Acres,2057,130,1999,1.57,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
122,495,Atharva College of Engineering,Electronics Engineering,Malad(West),JEE,17308,49,20621,44,42817,39.3730397,52183,18.46003,Co-Ed,6 Acres,2057,130,1999,1.61,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
123,198,Vidyavardhini's College of Engineering and Technology,Computer Engineering, Vasai,JEE,7410,74,7481,74,7672,85.744538,8001,85.3283287,Co-Ed,12 Acres,1809,65,1994,1.39,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
124,305,Vidyavardhini's College of Engineering and Technology,Mechanical Engineering, Vasai,JEE,9691,65,10197,64,22650,67.169126,53500,14.1378096,Co-Ed,12 Acres,1809,65,1994,1.79,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
125,306,Vidyavardhini's College of Engineering and Technology,Mechanical Engineering, Vasai,JEE,9691,65,10197,64,28729,59.4964083,53500,14.1378096,Co-Ed,12 Acres,1809,65,1994,1.79,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
126,309,Vidyavardhini's College of Engineering and Technology,Information Technology, Vasai,JEE,9705,65,9531,66,9795,82.8349555,9989,82.529609,Co-Ed,12 Acres,1809,65,1994,1.47,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
127,454,Vidyavardhini's College of Engineering and Technology,Civil Engineering, Vasai,JEE,14860,53,15489,52,30414,57.4239924,33130,53.6964731,Co-Ed,12 Acres,1809,65,1994,1.44,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
128,206,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,7301,75,6531,87.3174834,6110,87.9271554,Co-Ed,,1904,62,1999,1.65,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
129,207,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,7301,75,6531,87.3174834,6441,87.4924247,Co-Ed,,1904,62,1999,1.63,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
130,208,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,7301,75,7026,86.5792393,6110,87.9271554,Co-Ed,,1904,62,1999,1.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
131,209,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,7301,75,7026,86.5792393,6441,87.4924247,Co-Ed,,1904,62,1999,1.56,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
132,210,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,9873,65,6531,87.3174834,6110,87.9271554,Co-Ed,,1904,62,1999,1.28,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
133,211,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,9873,65,6531,87.3174834,6441,87.4924247,Co-Ed,,1904,62,1999,1.7,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
134,212,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,9873,65,7026,86.5792393,6110,87.9271554,Co-Ed,,1904,62,1999,1.96,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
135,213,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,8414,70,9873,65,7026,86.5792393,6441,87.4924247,Co-Ed,,1904,62,1999,1.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
136,214,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,7301,75,6531,87.3174834,6110,87.9271554,Co-Ed,,1904,62,1999,1.83,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
137,215,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,7301,75,6531,87.3174834,6441,87.4924247,Co-Ed,,1904,62,1999,1.79,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
138,216,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,7301,75,7026,86.5792393,6110,87.9271554,Co-Ed,,1904,62,1999,1.99,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
139,217,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,7301,75,7026,86.5792393,6441,87.4924247,Co-Ed,,1904,62,1999,1.59,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
140,218,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,9873,65,6531,87.3174834,6110,87.9271554,Co-Ed,,1904,62,1999,1.33,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
141,219,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,9873,65,6531,87.3174834,6441,87.4924247,Co-Ed,,1904,62,1999,1.01,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
142,220,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,9873,65,7026,86.5792393,6110,87.9271554,Co-Ed,,1904,62,1999,1.49,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
143,221,Modern Education Society's College of Engineering,Computer Engineering, Pune,JEE,9288,67,9873,65,7026,86.5792393,6441,87.4924247,Co-Ed,,1904,62,1999,1.05,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,348285.7143
144,276,Annasaheb Dange College of Engineering and Technology,Aeronautical Engineering, Ashta,JEE,9100,67,7290,75,18610,72.0753904,25342,63.8282598,Co-Ed,25 Acres,2664,166,1999,1.37,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
145,498,Annasaheb Dange College of Engineering and Technology,Civil Engineering, Ashta,JEE,18024,47,18273,47,42015,40.7696398,16245,75.0900995,Co-Ed,25 Acres,2664,166,1999,1.42,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
146,561,Annasaheb Dange College of Engineering and Technology,Electrical Engineering, Ashta,JEE,29937,34,34664,30,52754,16.2220645,47305,30.9271445,Co-Ed,25 Acres,2664,166,1999,1.36,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
147,286,Lokmanya Tilak College of Engineering,Computer Engineering, Kopar Khairane,JEE,9158,67,11088,61,10363,82.1817193,10147,82.3764002,Co-Ed,3 Acres,2216,108,1994,1.57,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
148,373,Lokmanya Tilak College of Engineering,Electrical Engineering, Kopar Khairane,JEE,12324,59,19932,45,28198,60.2733485,16938,74.0207333,Co-Ed,3 Acres,2216,108,1994,1.07,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
149,287,Shri Sant Gajanan Maharaj College of Engineering,Mechanical Engineering,Shegaon,JEE,9261,67,11212,61,23013,66.8716372,28455,60.1371142,Co-Ed,82 Acres,933,90,1983,1.85,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Shegaon,Maharashtra,India,Private,284200
150,308,Shri Sant Gajanan Maharaj College of Engineering,Information Technology,Shegaon,JEE,9696,65,9255,67,9521,83.2164625,7105,86.4765691,Co-Ed,82 Acres,933,90,1983,1.73,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Shegaon,Maharashtra,India,Private,284200
151,307,Marathwada Mitra Mandal's College of Engineering,Computer Engineering, Karvenagar,JEE,9694,65,9584,66,6838,86.8921614,7230,86.3334737,Co-Ed,,2483,85,2006,1.78,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,283285.7143
152,374,Marathwada Mitra Mandal's College of Engineering,Information Technology, Karvenagar,JEE,12384,58,10771,62,8875,84.1362819,8534,84.5759453,Co-Ed,,2483,85,2006,1.11,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,283285.7143
153,553,Marathwada Mitra Mandal's College of Engineering,Electrical Engineering, Karvenagar,JEE,27881,35,25379,38,49963,24.4474919,24382,64.9291194,Co-Ed,,2483,85,2006,1.48,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,283285.7143
154,380,Bajaj Institute of Technology,Electrical Engineering, Wardha,JEE,13182,56,16899,50,16026,75.1591082,1744,94.6215562,Co-Ed,,541,20,2017,1.66,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
155,382,Bajaj Institute of Technology,Computer Engineering, Wardha,JEE,13349,56,7779,72,9831,82.75399,10807,81.6656313,Co-Ed,,541,20,2017,1.15,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
156,401,JSPM Narhe Technical Campus,Computer Engineering, Pune.,JEE,13634,55,13787,55,10765,81.673628,7393,86.0470773,Co-Ed,,2610,166,2011,1.23,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.1818
157,481,Universal College of Engineering,Computer Engineering,Kaman Dist. Palghar,JEE,16429,50,16107,50,17115,73.9255885,15771,75.5208082,Co-Ed,5 Acres,1438,88,2012,1.66,"University of Mumbai, Mumbai","Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Poman,Maharashtra,India,Private,384000
158,483,Marathwada Mitra Mandal's Institute of Technology,Computer Engineering, Lohgaon,JEE,16454,50,17698,48,15274,76.0101923,15402,75.9503111,Co-Ed,14 Acres,690,35,2008,1.42,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Shinde Wasti,Maharashtra,India,Private,289500
159,492,Ideal Institute of Technology,Computer Engineering, Wada,JEE,17217,49,22456,41,49243,26.2649485,41933,40.7796198,Co-Ed,,,166,1998,1.74,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,310000
160,492,Ideal Institute of Technology,Computer Engineering, Wada,JEE,17217,49,22456,41,49243,26.2649485,41933,40.7796198,Co-Ed,10 Acres,896,81,2009,1.18,"Jawaharlal Nehru Technological University, Kakinada","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kakinada,Andhra Pradesh,India,Private,168000
161,492,Ideal Institute of Technology,Computer Engineering, Wada,JEE,17217,49,22456,41,49243,26.2649485,41933,40.7796198,Co-Ed,30 Acres,450,53,2013,1.07,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
162,493,Ideal Institute of Technology,Computer Engineering, Wada,JEE,17217,49,22456,41,49243,26.2649485,47126,31.5668267,Co-Ed,,,166,1998,1.14,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,310000
163,493,Ideal Institute of Technology,Computer Engineering, Wada,JEE,17217,49,22456,41,49243,26.2649485,47126,31.5668267,Co-Ed,10 Acres,896,81,2009,1.89,"Jawaharlal Nehru Technological University, Kakinada","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kakinada,Andhra Pradesh,India,Private,168000
164,493,Ideal Institute of Technology,Computer Engineering, Wada,JEE,17217,49,22456,41,49243,26.2649485,47126,31.5668267,Co-Ed,30 Acres,450,53,2013,1.63,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
165,510,NBN Sinhgad Technical Institutes Campus,Computer Engineering, Pune,JEE,21758,42,29520,34,13727,77.9127753,9667,83.0211088,Co-Ed,17 Acres,1810,128,2011,1.76,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
166,559,NBN Sinhgad Technical Institutes Campus,Information Technology, Pune,JEE,29014,35,39075,26,16653,74.7839723,9843,82.75399,Co-Ed,17 Acres,1810,128,2011,1.3,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
167,525,Keystone School of Engineering,Computer Engineering, Pune,JEE,23147,40,33576,30,23882,65.7479355,25396,63.8282598,Co-Ed,7 Acres,726,54,2012,1.17,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Pune,Maharashtra,India,Private,198000
168,547,Deogiri Institute of Engineering and Management Studies,Mechanical Engineering, Aurangabad,JEE,26088,38,30045,34,40743,42.4413035,21143,69.2200654,Co-Ed,9 Acres,2968,157,2009,1.37,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Aurangabad,Maharashtra,India,Private,216583.3333
169,548,Deogiri Institute of Engineering and Management Studies,Mechanical Engineering, Aurangabad,JEE,26088,38,30045,34,40743,42.4413035,49701,24.8477503,Co-Ed,9 Acres,2968,157,2009,1.23,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Aurangabad,Maharashtra,India,Private,216583.3333
170,551,Konkan Gyanpeeth College of Engineering,Computer Engineering, Karjat,JEE,26975,36,30232,34,41437,41.7292723,43504,38.6050233,Co-Ed,19 Acres,1312,62,1994,1.17,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Raigad,Maharashtra,India,Private,338000
171,567,Konkan Gyanpeeth College of Engineering,Information Technology, Karjat,JEE,32847,31,43763,22,44944,35.430986,49063,27.0556522,Co-Ed,19 Acres,1312,62,1994,1.39,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Raigad,Maharashtra,India,Private,338000
172,560,Genba Sopanrao Moze College of Engineering,Computer Engineering, Baner-Balewadi,JEE,29860,34,30147,34,18913,71.8911882,20013,70.3754081,Co-Ed,,1836,76,1999,1.2,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,344000
173,587,Genba Sopanrao Moze College of Engineering,Information Technology, Baner-Balewadi,JEE,51186,17,61366,9,31244,56.1196908,25566,63.7496286,Co-Ed,,1836,76,1999,1.59,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,344000
174,572,Matoshri College of Engineering and Research Centre,Computer Engineering, Eklahare,JEE,34633,30,47436,20,26064,63.2129688,36014,50.1760245,Co-Ed,10 Acres,1808,135,2007,1.52,"Savitribai Phule Pune University, Pune","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Nashik,Maharashtra,India,Private,218454.5455
175,584,Jawaharlal Darda Institute of Engineering and Technology,Mechanical Engineering, Yavatmal,JEE,48273,19,61256,9,44335,37.1005644,49309,25.9994074,Co-Ed,20 Acres,1280,40,1996,1.01,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000
176,589,Vidya Niketan College of Engineering,Computer Engineering, Bota Sangamner,JEE,53924,15,34569,30,41905,40.8759878,44047,37.2637537,Co-Ed,14 Acres,306,70,2012,1.84,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bota,Maharashtra,India,Private,195000
177,591,Nanasaheb Mahadik College of Engineering,Electrical Engineering,Walwa,JEE,97760,52,102555,46,88732,18.3983482,89309,16.6127829,Co-Ed,,898,17,2011,1.8,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories",Ashta,Maharashtra,India,Private,226166.6667
