,Name,Branch,Town,City,Exam,Rank_19_R1,Score_19_R1,Rank_19_R2,Score_19_R2,Rank_20_R1,Score_20_R1,Rank_20_R2,Score_20_R2
0,Institute of Chemical Technology,Chemical Engineering, Matunga, Mumbai,JEE,256.0,192.0,391.0,179.0,637.0,96.8544906,764.0,96.5201553
1,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,432.0,175.0,178.0,98.4038715,215.0,98.2578493
2,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,432.0,175.0,178.0,98.4038715,265.0,98.0693035
3,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,432.0,175.0,202.0,98.3014921,215.0,98.2578493
4,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,432.0,175.0,202.0,98.3014921,265.0,98.0693035
5,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,511.0,170.0,178.0,98.4038715,215.0,98.2578493
6,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,511.0,170.0,178.0,98.4038715,265.0,98.0693035
7,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,511.0,170.0,202.0,98.3014921,215.0,98.2578493
8,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,294.0,188.0,511.0,170.0,202.0,98.3014921,265.0,98.0693035
9,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,432.0,175.0,178.0,98.4038715,215.0,98.2578493
10,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,432.0,175.0,178.0,98.4038715,265.0,98.0693035
11,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,432.0,175.0,202.0,98.3014921,215.0,98.2578493
12,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,432.0,175.0,202.0,98.3014921,265.0,98.0693035
13,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,511.0,170.0,178.0,98.4038715,215.0,98.2578493
14,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,511.0,170.0,178.0,98.4038715,265.0,98.0693035
15,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,511.0,170.0,202.0,98.3014921,215.0,98.2578493
16,Pune Institute of Computer Technology,Computer Engineering, Dhankavdi, Pune,JEE,420.0,177.0,511.0,170.0,202.0,98.3014921,265.0,98.0693035
17,Pune Institute of Computer Technology,Information Technology, Dhankavdi, Pune,JEE,926.0,150.0,988.0,148.0,419.0,97.5332917,499.0,97.2807957
18,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1062.0,146.0,597.0,96.9832324,679.0,96.7150457
19,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1062.0,146.0,597.0,96.9832324,754.0,96.549567
20,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1062.0,146.0,689.0,96.6749745,679.0,96.7150457
21,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1062.0,146.0,689.0,96.6749745,754.0,96.549567
22,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1208.0,141.0,597.0,96.9832324,679.0,96.7150457
23,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1208.0,141.0,597.0,96.9832324,754.0,96.549567
24,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1208.0,141.0,689.0,96.6749745,679.0,96.7150457
25,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,929.0,150.0,1208.0,141.0,689.0,96.6749745,754.0,96.549567
26,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1062.0,146.0,597.0,96.9832324,679.0,96.7150457
27,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1062.0,146.0,597.0,96.9832324,754.0,96.549567
28,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1062.0,146.0,689.0,96.6749745,679.0,96.7150457
29,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1062.0,146.0,689.0,96.6749745,754.0,96.549567
30,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1208.0,141.0,597.0,96.9832324,679.0,96.7150457
31,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1208.0,141.0,597.0,96.9832324,754.0,96.549567
32,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1208.0,141.0,689.0,96.6749745,679.0,96.7150457
33,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Computer Engineering, Bibwewadi, Pune,JEE,1014.0,147.0,1208.0,141.0,689.0,96.6749745,754.0,96.549567
34,Thadomal Shahani Engineering College,Computer Engineering, Bandra, Mumbai,JEE,1025.0,147.0,1159.0,142.0,1073.0,95.8345556,611.0,96.9417419
35,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Information Technology, Bibwewadi, Pune,JEE,1218.0,140.0,1351.0,137.0,788.0,96.4528706,852.0,96.2974983
36,Shri Ramdeobaba College of Engineering and Management,Information Technology, Nagpur,,JEE,1542.0,131.0,2068.0,120.0,1513.0,94.9982973,1747.0,94.6215562
37,Institute of Chemical Technology,Dyestuff Technology, Matunga, Mumbai,JEE,1673.0,128.0,1598.0,130.0,2947.0,92.6768827,3206.0,92.2920648
38,Thadomal Shahani Engineering College,Information Technology, Bandra, Mumbai,JEE,1882.0,124.0,2076.0,120.0,1446.0,95.1182239,1394.0,95.217857
39,Don Bosco Institute of Technology,Computer Engineering, Mumbai,,JEE,1910.0,123.0,2015.0,121.0,2982.0,92.6070387,4099.0,90.9951692
40,Thakur College of Engineering and Technology,Computer Engineering, Kandivali, Mumbai,JEE,1928.0,123.0,3047.0,106.0,1891.0,94.3815612,1818.0,94.4600576
41,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2120.0,120.0,4029.0,91.0883933,4138.0,90.9225631
42,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2120.0,120.0,4029.0,91.0883933,4607.0,90.2170737
43,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2120.0,120.0,4432.0,90.4590322,4138.0,90.9225631
44,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2120.0,120.0,4432.0,90.4590322,4607.0,90.2170737
45,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2229.0,118.0,4029.0,91.0883933,4138.0,90.9225631
46,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2229.0,118.0,4029.0,91.0883933,4607.0,90.2170737
47,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2229.0,118.0,4432.0,90.4590322,4138.0,90.9225631
48,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,1949.0,123.0,2229.0,118.0,4432.0,90.4590322,4607.0,90.2170737
49,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2120.0,120.0,4029.0,91.0883933,4138.0,90.9225631
50,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2120.0,120.0,4029.0,91.0883933,4607.0,90.2170737
51,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2120.0,120.0,4432.0,90.4590322,4138.0,90.9225631
52,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2120.0,120.0,4432.0,90.4590322,4607.0,90.2170737
53,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2229.0,118.0,4029.0,91.0883933,4138.0,90.9225631
54,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2229.0,118.0,4029.0,91.0883933,4607.0,90.2170737
55,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2229.0,118.0,4432.0,90.4590322,4138.0,90.9225631
56,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Mechanical Engineering, Bibwewadi, Pune,JEE,2144.0,119.0,2229.0,118.0,4432.0,90.4590322,4607.0,90.2170737
57,International Institute of Information Technology (I2IT),Computer Engineering, Pune.,,JEE,2009.0,121.0,3374.0,102.0,2255.0,93.7932185,3493.0,91.846931
58,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,2716.0,110.0,1812.0,94.4920082,826.0,96.3552158
59,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,2716.0,110.0,1812.0,94.4920082,1171.0,95.6435427
60,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,2716.0,110.0,2343.0,93.63352,826.0,96.3552158
61,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,2716.0,110.0,2343.0,93.63352,1171.0,95.6435427
62,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,3311.0,103.0,1812.0,94.4920082,826.0,96.3552158
63,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,3311.0,103.0,1812.0,94.4920082,1171.0,95.6435427
64,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,3311.0,103.0,2343.0,93.63352,826.0,96.3552158
65,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,2388.0,115.0,3311.0,103.0,2343.0,93.63352,1171.0,95.6435427
66,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,2716.0,110.0,1812.0,94.4920082,826.0,96.3552158
67,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,2716.0,110.0,1812.0,94.4920082,1171.0,95.6435427
68,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,2716.0,110.0,2343.0,93.63352,826.0,96.3552158
69,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,2716.0,110.0,2343.0,93.63352,1171.0,95.6435427
70,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,3311.0,103.0,1812.0,94.4920082,826.0,96.3552158
71,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,3311.0,103.0,1812.0,94.4920082,1171.0,95.6435427
72,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,3311.0,103.0,2343.0,93.63352,826.0,96.3552158
73,MKSSS's Cummins College of Engineering for Women,Computer Engineering, Karvenagar,Pune,JEE,3307.0,103.0,3311.0,103.0,2343.0,93.63352,1171.0,95.6435427
74,Thadomal Shahani Engineering College,Chemical Engineering, Bandra, Mumbai,JEE,2496.0,113.0,3169.0,105.0,4015.0,91.1044385,5255.0,89.2094379
75,Shri Ramdeobaba College of Engineering and Management,Electrical Engineering, Nagpur,,JEE,2498.0,113.0,2913.0,108.0,3956.0,91.2125751,6025.0,88.1199539
76,MIT Academy of Engineering,Computer Engineering,Alandi, Pune,JEE,2508.0,113.0,3804.0,97.0,2555.0,93.2964586,3234.0,92.2386947
77,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2601.0,112.0,4853.0,88.0,5067.0,89.4732118,5939.0,88.2289171
78,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2601.0,112.0,4853.0,88.0,5067.0,89.4732118,6111.0,87.9271554
79,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2601.0,112.0,4853.0,88.0,5306.0,89.179415,5939.0,88.2289171
80,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2601.0,112.0,4853.0,88.0,5306.0,89.179415,6111.0,87.9271554
81,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2963.0,107.0,4853.0,88.0,5067.0,89.4732118,5939.0,88.2289171
82,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2963.0,107.0,4853.0,88.0,5067.0,89.4732118,6111.0,87.9271554
83,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2963.0,107.0,4853.0,88.0,5306.0,89.179415,5939.0,88.2289171
84,Shri Ramdeobaba College of Engineering and Management,Civil Engineering, Nagpur,,JEE,2963.0,107.0,4853.0,88.0,5306.0,89.179415,6111.0,87.9271554
85,Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute ofTechnology,Chemical Engineering, Bibwewadi, Pune,JEE,2991.0,107.0,3416.0,102.0,11973.0,80.2982813,11502.0,80.5700957
86,Bharati Vidyapeeth's College of Engineering,Computer Engineering,Lavale, Pune,JEE,3132.0,105.0,5136.0,86.0,3514.0,91.8403514,4730.0,89.9667109
87,Vidyalankar Institute of Technology,Computer Engineering,Wadala, Mumbai,JEE,3228.0,104.0,3710.0,98.0,2861.0,92.7827663,3274.0,92.2061383
88,Don Bosco Institute of Technology,Information Technology, Mumbai,,JEE,3448.0,101.0,3274.0,103.0,4472.0,90.3765335,2891.0,92.7635149
89,Thakur College of Engineering and Technology,Information Technology, Kandivali, Mumbai,JEE,3548.0,100.0,3739.0,98.0,2860.0,92.7866138,1907.0,94.3664854
90,International Institute of Information Technology (I2IT),Information Technology, Pune.,,JEE,3597.0,100.0,5178.0,86.0,3754.0,91.4701597,4135.0,90.9225631
91,St. Francis Institute of Technology,Computer Engineering,Borivali, Mumbai,JEE,3617.0,100.0,2394.0,115.0,3650.0,91.65811,2196.0,93.9145441
92,S.I.E.S. Graduate School of Technology,Computer Engineering, Nerul, Navi Mumbai,JEE,3704.0,99.0,4385.0,92.0,4930.0,89.7056982,5430.0,88.9132101
93,Don Bosco Institute of Technology,Mechanical Engineering, Mumbai,,JEE,3787.0,98.0,4912.0,88.0,33880.0,52.9664503,16097.0,75.1591082
94,Don Bosco Institute of Technology,Mechanical Engineering, Mumbai,,JEE,3787.0,98.0,4912.0,88.0,33880.0,52.9664503,38904.0,45.7804866
95,Don Bosco Institute of Technology,Mechanical Engineering, Mumbai,,JEE,3787.0,98.0,4912.0,88.0,33880.0,52.9664503,50657.0,22.7953366
96,MKSSS's Cummins College of Engineering for Women,Information Technology, Karvenagar,Pune,JEE,3894.0,96.0,3520.0,100.0,2873.0,92.7827663,1903.0,94.3664854
97,WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTERTECHNOLOGY,Computer Engineering, ULHASNAGAR,,JEE,3941.0,96.0,8139.0,71.0,11070.0,81.1457316,10560.1,81.7623135
98,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5202.0,85.0,4102.0,90.9951692,4436.0,90.4590322
99,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5202.0,85.0,4102.0,90.9951692,4822.0,89.8782776
100,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5202.0,85.0,4685.0,90.0166412,4436.0,90.4590322
101,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5202.0,85.0,4685.0,90.0166412,4822.0,89.8782776
102,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5826.0,82.0,4102.0,90.9951692,4436.0,90.4590322
103,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5826.0,82.0,4102.0,90.9951692,4822.0,89.8782776
104,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5826.0,82.0,4685.0,90.0166412,4436.0,90.4590322
105,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4014.0,95.0,5826.0,82.0,4685.0,90.0166412,4822.0,89.8782776
106,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5202.0,85.0,4102.0,90.9951692,4436.0,90.4590322
107,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5202.0,85.0,4102.0,90.9951692,4822.0,89.8782776
108,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5202.0,85.0,4685.0,90.0166412,4436.0,90.4590322
109,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5202.0,85.0,4685.0,90.0166412,4822.0,89.8782776
110,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5826.0,82.0,4102.0,90.9951692,4436.0,90.4590322
111,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5826.0,82.0,4102.0,90.9951692,4822.0,89.8782776
112,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5826.0,82.0,4685.0,90.0166412,4436.0,90.4590322
113,Sinhgad College of Engineering,Computer Engineering, Vadgaon (BK), Pune,JEE,4319.0,92.0,5826.0,82.0,4685.0,90.0166412,4822.0,89.8782776
114,MIT Academy of Engineering,Information Technology,Alandi, Pune,JEE,4113.0,94.0,4154.0,94.0,3205.0,92.2920648,3943.0,91.2222675
115,Thakur College of Engineering and Technology,Mechanical Engineering, Kandivali, Mumbai,JEE,4249.0,93.0,3867.0,97.0,6228.0,87.7810287,10657.0,81.707368
116,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4643.0,90.0,2816.0,109.0,3678.0,91.6238781,3315.0,92.1371141
117,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4643.0,90.0,2816.0,109.0,3784.0,91.4431022,3315.0,92.1371141
118,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4643.0,90.0,5314.0,85.0,3678.0,91.6238781,3315.0,92.1371141
119,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4643.0,90.0,5314.0,85.0,3784.0,91.4431022,3315.0,92.1371141
120,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4828.0,88.0,2816.0,109.0,3678.0,91.6238781,3315.0,92.1371141
121,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4828.0,88.0,2816.0,109.0,3784.0,91.4431022,3315.0,92.1371141
122,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4828.0,88.0,5314.0,85.0,3678.0,91.6238781,3315.0,92.1371141
123,Shri Ramdeobaba College of Engineering and Management,Electronics Engineering, Nagpur,,JEE,4828.0,88.0,5314.0,85.0,3784.0,91.4431022,3315.0,92.1371141
124,Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi,Computer Engineering, Pune,,JEE,4783.0,89.0,5243.0,85.0,3031.0,92.508913,2524.0,93.309864
125,S.I.E.S. Graduate School of Technology,Mechanical Engineering, Nerul, Navi Mumbai,JEE,4807.0,89.0,3584.0,100.0,15544.0,75.8074167,28201.0,60.2733485
126,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,4843.0,88.0,4812.0,89.0,2782.0,92.9511398,3016.0,92.5689181
127,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,4843.0,88.0,4812.0,89.0,2782.0,92.9511398,3584.0,91.7401809
128,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,4843.0,88.0,4812.0,89.0,4048.0,91.0855668,3016.0,92.5689181
129,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,4843.0,88.0,4812.0,89.0,4048.0,91.0855668,3584.0,91.7401809
130,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,6082.0,80.0,4812.0,89.0,2782.0,92.9511398,3016.0,92.5689181
131,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,6082.0,80.0,4812.0,89.0,2782.0,92.9511398,3584.0,91.7401809
132,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,6082.0,80.0,4812.0,89.0,4048.0,91.0855668,3016.0,92.5689181
133,All India Shri Shivaji Memorial Society's College of Engineering,Computer Engineering, Pune,,JEE,6082.0,80.0,4812.0,89.0,4048.0,91.0855668,3584.0,91.7401809
134,St. Francis Institute of Technology,Mechanical Engineering,Borivali, Mumbai,JEE,4854.0,88.0,7008.0,75.0,5261.0,89.2094379,11418.0,80.8987154
135,Vidyalankar Institute of Technology,Information Technology,Wadala, Mumbai,JEE,5026.0,87.0,5589.0,83.0,4719.0,89.9667109,3850.0,91.3844507
136,MIT Academy of Engineering,Mechanical Engineering,Alandi, Pune,JEE,5145.0,86.0,5717.0,82.0,17045.0,74.0129969,19561.0,70.9815068
137,Rizvi Education Society's Rizvi College of Engineering,Mechanical Engineering, Bandra,Mumbai,JEE,5194.0,86.0,6506.0,78.0,9221.0,83.6510078,16381.0,74.9989387
138,St. Francis Institute of Technology,Information Technology,Borivali, Mumbai,JEE,5254.0,85.0,6072.0,80.0,5946.0,88.2289171,5203.0,89.3183196
139,Rizvi Education Society's Rizvi College of Engineering,Computer Engineering, Bandra,Mumbai,JEE,5409.0,85.0,6457.0,78.0,4740.0,89.9667109,5043.0,89.612276
140,S.I.E.S. Graduate School of Technology,Information Technology, Nerul, Navi Mumbai,JEE,5424.0,85.0,6099.0,80.0,5369.0,89.1102368,6326.0,87.652153
141,Walchand Institute of Technology,Information Technology, Solapur,,JEE,5498.0,84.0,11324.0,61.0,7582.0,85.8301142,7475.0,86.0316146
142,Yeshwantrao Chavan College of Engineering,Computer Technology,Wanadongri, Nagpur,JEE,5603.0,83.0,4971.0,87.0,8204.0,85.0128714,5903.0,88.2292847
143,MIT Academy of Engineering,Chemical Engineering,Alandi, Pune,JEE,5655.0,83.0,8206.0,70.0,13437.0,78.4246409,18713.0,71.9640107
144,Progressive Education Society's Modern College of Engineering,Computer Engineering, Pune,,JEE,5946.0,81.0,6305.0,79.0,4448.0,90.3786173,4569.0,90.2312418
145,Progressive Education Society's Modern College of Engineering,Computer Engineering, Pune,,JEE,5946.0,81.0,6305.0,79.0,4448.0,90.3786173,5294.0,89.1931005
146,Progressive Education Society's Modern College of Engineering,Computer Engineering, Pune,,JEE,5946.0,81.0,6305.0,79.0,5745.0,88.5200525,4569.0,90.2312418
147,Progressive Education Society's Modern College of Engineering,Computer Engineering, Pune,,JEE,5946.0,81.0,6305.0,79.0,5745.0,88.5200525,5294.0,89.1931005
